,Aerage,,,,,,
-20.84,1834.84,,,,,,
-20.82,1714.84,,,,,,
-20.8,1858.84,,,,,,
-20.78,1829.72,,,,,,
-20.76,1754.52,,,,,,
-20.74,1737.48,,,,,,
-20.72,1835.44,,,,,,
-20.7,1756.64,,,,,,
-20.68,1776.88,,,,,,
-20.66,1840.92,,,,,,
-20.64,1830.2,,,,,,
-20.62,1967.04,,,,,,
-20.6,1919.32,,,,,,
-20.58,1838.24,,,,,,
-20.56,1869,,,,,,
-20.54,1898.24,,,,,,
-20.52,1842.92,,,,,,
-20.5,1936.48,,,,,,
-20.48,1897.52,,,,,,
-20.46,1858,,,,,,
-20.44,1858.8,,,,,,
-20.42,1908.68,,,,,,
-20.4,1954,,,,,,
-20.38,1836.48,,,,,,
-20.36,1858.16,,,,,,
-20.34,1848.96,,,,,,
-20.32,1963.56,,,,,,
-20.3,1832.84,,,,,,
-20.28,1787.24,,,,,,
-20.26,1834.8,,,,,,
-20.24,1870.16,,,,,,
-20.22,1768.16,,,,,,
-20.2,1824.16,,,,,,
-20.18,1920.96,,,,,,
-20.16,1868.56,,,,,,
-20.14,1870.56,,,,,,
-20.12,1839.28,,,,,,
-20.1,1735.32,,,,,,
-20.08,1848.92,,,,,,
-20.06,1859.68,,,,,,
-20.04,1832.72,,,,,,
-20.02,1825.96,,,,,,
-20,1965.64,,,,,,
-19.98,1794.28,,,,,,
-19.96,1805.88,,,,,,
-19.94,1819,,,,,,
-19.92,1912.04,,,,,,
-19.9,1886.96,,,,,,
-19.88,1905.48,,,,,,
-19.86,1809.36,,,,,,
-19.84,1887.36,,,,,,
-19.82,1797.76,,,,,,
-19.8,1795.64,,,,,,
-19.78,1797.72,,,,,,
-19.76,1936.76,,,,,,
-19.74,1831.8,,,,,,
-19.72,1808.68,,,,,,
-19.7,1825.2,,,,,,
-19.68,1911.56,,,,,,
-19.66,1757.08,,,,,,
-19.64,1826.4,,,,,,
-19.62,1679.8,,,,,,
-19.6,1778.24,,,,,,
-19.58,1702.64,,,,,,
-19.56,1899.8,,,,,,
-19.54,1810.28,,,,,,
-19.52,1741.84,,,,,,
-19.5,1865.24,,,,,,
-19.48,1840.36,,,,,,
-19.46,1843.72,,,,,,
-19.44,1784.08,,,,,,
-19.42,1814.88,,,,,,
-19.4,1780.88,,,,,,
-19.38,1694.88,,,,,,
-19.36,1796.92,,,,,,
-19.34,1798.48,,,,,,
-19.32,1746.64,,,,,,
-19.3,1771.16,,,,,,
-19.28,1806.64,,,,,,
-19.26,1771.76,,,,,,
-19.24,1765.72,,,,,,
-19.22,1860.08,,,,,,
-19.2,1895.28,,,,,,
-19.18,1804.36,,,,,,
-19.16,1822.88,,,,,,
-19.14,1889.76,,,,,,
-19.12,1887.32,,,,,,
-19.1,1923.24,,,,,,
-19.08,1925,,,,,,
-19.06,1805.36,,,,,,
-19.04,1748.52,,,,,,
-19.02,1802.2,,,,,,
-19,1791.24,,,,,,
-18.98,1913.04,,,,,,
-18.96,1885.04,,,,,,
-18.94,1891.28,,,,,,
-18.92,1779.56,,,,,,
-18.9,1767.64,,,,,,
-18.88,1830.84,,,,,,
-18.86,1724.8,,,,,,
-18.84,1832.84,,,,,,
-18.82,1759.72,,,,,,
-18.8,1810.4,,,,,,
-18.78,1835,,,,,,
-18.76,1735.64,,,,,,
-18.74,1832.28,,,,,,
-18.72,1828.2,,,,,,
-18.7,1942.56,,,,,,
-18.68,1807.52,,,,,,
-18.66,1798.92,,,,,,
-18.64,1988.08,,,,,,
-18.62,1900.6,,,,,,
-18.6,1895.68,,,,,,
-18.58,1777.72,,,,,,
-18.56,1826.8,,,,,,
-18.54,1777.94,,,,,,
-18.52,1726.92,,,,,,
-18.5,1765.8,,,,,,
-18.48,1740.24,,,,,,
-18.46,1735.2,,,,,,
-18.44,1779.48,,,,,,
-18.42,1697.48,,,,,,
-18.4,1782.52,,,,,,
-18.38,1766.98,,,,,,
-18.36,1774.12,,,,,,
-18.34,1721.98,,,,,,
-18.32,1798.78,,,,,,
-18.3,1706.46,,,,,,
-18.28,1864.96,,,,,,
-18.26,1792.44,,,,,,
-18.24,1765.98,,,,,,
-18.22,1805.28,,,,,,
-18.2,1812.18,,,,,,
-18.18,1727.86,,,,,,
-18.16,1740.5,,,,,,
-18.14,1731.88,,,,,,
-18.12,1743.72,,,,,,
-18.1,1768.84,,,,,,
-18.08,1855.44,,,,,,
-18.06,1762.1,,,,,,
-18.04,1746.98,,,,,,
-18.02,1713.52,,,,,,
-18,1732.12,,,,,,
-17.98,1715.26,,,,,,
-17.96,1735.66,,,,,,
-17.94,1656.4,,,,,,
-17.92,1778.46,,,,,,
-17.9,1675.96,,,,,,
-17.88,1749.5,,,,,,
-17.86,1716.2,,,,,,
-17.84,1724.68,,,,,,
-17.82,1772.46,,,,,,
-17.8,1832.78,,,,,,
-17.78,1821.58,,,,,,
-17.76,1868.58,,,,,,
-17.74,1804.5,,,,,,
-17.72,1914.36,,,,,,
-17.7,1807,,,,,,
-17.68,1845.6,,,,,,
-17.66,1781.7,,,,,,
-17.64,1843,,,,,,
-17.62,1771.98,,,,,,
-17.6,1845.48,,,,,,
-17.58,1875.4,,,,,,
-17.56,1848.2,,,,,,
-17.54,1852.62,,,,,,
-17.52,1875.2,,,,,,
-17.5,1856.3,,,,,,
-17.48,1804.88,,,,,,
-17.46,1791.98,,,,,,
-17.44,1856.54,,,,,,
-17.42,1813.9,,,,,,
-17.4,1856.48,,,,,,
-17.38,1904.88,,,,,,
-17.36,1814.58,,,,,,
-17.34,1809.92,,,,,,
-17.32,1844.72,,,,,,
-17.3,1771.34,,,,,,
-17.28,1854.82,,,,,,
-17.26,1871.36,,,,,,
-17.24,1774.2,,,,,,
-17.22,1754.346667,,,,,,
-17.2,1763.946667,,,,,,
-17.18,1799.506667,,,,,,
-17.16,1820.32,,,,,,
-17.14,1824.2,,,,,,
-17.12,1824.826667,,,,,,
-17.1,1809.293333,,,,,,
-17.08,1854.146667,,,,,,
-17.06,1775.08,,,,,,
-17.04,1792.706667,,,,,,
-17.02,1787.373333,,,,,,
-17,1786.92,,,,,,
-16.98,1706.04,,,,,,
-16.96,1770.026667,,,,,,
-16.94,1803.826667,,,,,,
-16.92,1780.92,,,,,,
-16.9,1739.493333,,,,,,
-16.88,1789.24,,,,,,
-16.86,1753.893333,,,,,,
-16.84,1802.013333,,,,,,
-16.82,1802.36,,,,,,
-16.8,1818.306667,,,,,,
-16.78,1730.68,,,,,,
-16.76,1780.573333,,,,,,
-16.74,1751.106667,,,,,,
-16.72,1820.826667,,,,,,
-16.7,1799.413333,,,,,,
-16.68,1761.08,,,,,,
-16.66,1771.706667,,,,,,
-16.64,1787.093333,,,,,,
-16.62,1772.693333,,,,,,
-16.6,1794.653333,,,,,,
-16.58,1775.64,,,,,,
-16.56,1833.386667,,,,,,
-16.54,1772.813333,,,,,,
-16.52,1759.493333,,,,,,
-16.5,1788.173333,,,,,,
-16.48,1790.4,,,,,,
-16.46,1752.04,,,,,,
-16.44,1847.52,,,,,,
-16.42,1808.226667,,,,,,
-16.4,1796.96,,,,,,
-16.38,1764.626667,,,,,,
-16.36,1837.933333,,,,,,
-16.34,1768.506667,,,,,,
-16.32,1841.173333,,,,,,
-16.3,1728.56,,,,,,
-16.28,1759.213333,,,,,,
-16.26,1743.38,,,,,,
-16.24,1737.16,,,,,,
-16.22,1741.85,,,,,,
-16.2,1798.42,,,,,,
-16.18,1764.15,,,,,,
-16.16,1791.7,,,,,,
-16.14,1744.01,,,,,,
-16.12,1739.48,,,,,,
-16.1,1732.58,,,,,,
-16.08,1744.47,,,,,,
-16.06,1712.31,,,,,,
-16.04,1721.34,,,,,,
-16.02,1772.25,,,,,,
-16,1768.23,,,,,,
-15.98,1733.42,,,,,,
-15.96,1776.41,,,,,,
-15.94,1792.61,,,,,,
-15.92,1765.25,,,,,,
-15.9,1749.14,,,,,,
-15.88,1757.63,,,,,,
-15.86,1717.22,,,,,,
-15.84,1734.26,,,,,,
-15.82,1758.19,,,,,,
-15.8,1743.67,,,,,,
-15.78,1721.14,,,,,,
-15.76,1723.73,,,,,,
-15.74,1752.97,,,,,,
-15.72,1798.14,,,,,,
-15.7,1779.69,,,,,,
-15.68,1808.37,,,,,,
-15.66,1779.44,,,,,,
-15.64,1794.31,,,,,,
-15.62,1731.78,,,,,,
-15.6,1794.45,,,,,,
-15.58,1754.57,,,,,,
-15.56,1755.9,,,,,,
-15.54,1716.74,,,,,,
-15.52,1788.78,,,,,,
-15.5,1785.66,,,,,,
-15.48,1790.46,,,,,,
-15.46,1833.54,,,,,,
-15.44,1761.4,,,,,,
-15.42,1755.61,,,,,,
-15.4,1818.17,,,,,,
-15.38,1763.26,,,,,,
-15.36,1783.1,,,,,,
-15.34,1721.74,,,,,,
-15.32,1713.62,,,,,,
-15.3,1766.97,,,,,,
-15.28,1774.28,,,,,,
-15.26,1792.7,,,,,,
-15.24,1808.61,,,,,,
-15.22,1767.75,,,,,,
-15.2,1800.88,,,,,,
-15.18,1787.87,,,,,,
-15.16,1763.55,,,,,,
-15.14,1750.77,,,,,,
-15.12,1722.52,,,,,,
-15.1,1749.93,,,,,,
-15.08,1798.97,,,,,,
-15.06,1797.19,,,,,,
-15.04,1738.24,,,,,,
-15.02,1775.6,,,,,,
-15,1778.5,,,,,,
-14.98,1761.17,,,,,,
-14.96,1759.31,,,,,,
-14.94,1747.64,,,,,,
-14.92,1790.21,,,,,,
-14.9,1773.78,,,,,,
-14.88,1769.55,,,,,,
-14.86,1751.68,,,,,,
-14.84,1742.26,,,,,,
-14.82,1727.62,,,,,,
-14.8,1750.55,,,,,,
-14.78,1712.59,,,,,,
-14.76,1707.29,,,,,,
-14.74,1726.45,,,,,,
-14.72,1711.02,,,,,,
-14.7,1705.95,,,,,,
-14.68,1762.54,,,,,,
-14.66,1692.81,,,,,,
-14.64,1746.71,,,,,,
-14.62,1806,,,,,,
-14.6,1741.18,,,,,,
-14.58,1706.13,,,,,,
-14.56,1712.96,,,,,,
-14.54,1816.3,,,,,,
-14.52,1793.86,,,,,,
-14.5,1778.66,,,,,,
-14.48,1758.72,,,,,,
-14.46,1808.42,,,,,,
-14.44,1746.27,,,,,,
-14.42,1710.93,,,,,,
-14.4,1720.82,,,,,,
-14.38,1705.65,,,,,,
-14.36,1700.2,,,,,,
-14.34,1715.21,,,,,,
-14.32,1719.57,,,,,,
-14.3,1718.72,,,,,,
-14.28,1722.96,,,,,,
-14.26,1733.6,,,,,,
-14.24,1728.04,,,,,,
-14.22,1713.64,,,,,,
-14.2,1675.58,,,,,,
-14.18,1731.5,,,,,,
-14.16,1756.12,,,,,,
-14.14,1757.93,,,,,,
-14.12,1749.35,,,,,,
-14.1,1746.76,,,,,,
-14.08,1747.71,,,,,,
-14.06,1749.51,,,,,,
-14.04,1718.53,,,,,,
-14.02,1719.66,,,,,,
-14,1720.85,,,,,,
-13.98,1726.61,,,,,,
-13.96,1685.03,,,,,,
-13.94,1768.45,,,,,,
-13.92,1730.23,,,,,,
-13.9,1718.83,,,,,,
-13.88,1735.76,,,,,,
-13.86,1802.07,,,,,,
-13.84,1766.32,,,,,,
-13.82,1764.81,,,,,,
-13.8,1730.31,,,,,,
-13.78,1751.5,,,,,,
-13.76,1706.52,,,,,,
-13.74,1714.3,,,,,,
-13.72,1717.11,,,,,,
-13.7,1754.88,,,,,,
-13.68,1719.44,,,,,,
-13.66,1715.47,,,,,,
-13.64,1757.91,,,,,,
-13.62,1724.93,,,,,,
-13.6,1730.29,,,,,,
-13.58,1762.38,,,,,,
-13.56,1740.16,,,,,,
-13.54,1752.54,,,,,,
-13.52,1773.59,,,,,,
-13.5,1814.58,,,,,,
-13.48,1742.41,,,,,,
-13.46,1746.98,,,,,,
-13.44,1705.14,,,,,,
-13.42,1778.88,,,,,,
-13.4,1782.96,,,,,,
-13.38,1765.75,,,,,,
-13.36,1764.73,,,,,,
-13.34,1778.29,,,,,,
-13.32,1771.67,,,,,,
-13.3,1766.72,,,,,,
-13.28,1752.29,,,,,,
-13.26,1747.7,,,,,,
-13.24,1734.73,,,,,,
-13.22,1783.35,,,,,,
-13.2,1774.33,,,,,,
-13.18,1794.37,,,,,,
-13.16,1757.55,,,,,,
-13.14,1788.97,,,,,,
-13.12,1759.98,,,,,,
-13.1,1762.75,,,,,,
-13.08,1806.88,,,,,,
-13.06,1840.35,,,,,,
-13.04,1788.19,,,,,,
-13.02,1755.97,,,,,,
-13,1784.67,,,,,,
-12.98,1791.27,,,,,,
-12.96,1782.04,,,,,,
-12.94,1800.49,,,,,,
-12.92,1713.65,,,,,,
-12.9,1808.79,,,,,,
-12.88,1776.69,,,,,,
-12.86,1816.33,,,,,,
-12.84,1761.31,,,,,,
-12.82,1833.6,,,,,,
-12.8,1805.46,,,,,,
-12.78,1797.69,,,,,,
-12.76,1742.68,,,,,,
-12.74,1846,,,,,,
-12.72,1752.62,,,,,,
-12.7,1782.73,,,,,,
-12.68,1760.86,,,,,,
-12.66,1771.18,,,,,,
-12.64,1817.35,,,,,,
-12.62,1835.59,,,,,,
-12.6,1787.13,,,,,,
-12.58,1770.48,,,,,,
-12.56,1735.67,,,,,,
-12.54,1740.27,,,,,,
-12.52,1772.43,,,,,,
-12.5,1792.38,,,,,,
-12.48,1780.63,,,,,,
-12.46,1751.11,,,,,,
-12.44,1754.04,,,,,,
-12.42,1768.74,,,,,,
-12.4,1752.13,,,,,,
-12.38,1761.24,,,,,,
-12.36,1769.54,,,,,,
-12.34,1794.31,,,,,,
-12.32,1728.24,,,,,,
-12.3,1738.56,,,,,,
-12.28,1741.15,,,,,,
-12.26,1765.45,,,,,,
-12.24,1708.95,,,,,,
-12.22,1709.73,,,,,,
-12.2,1738.13,,,,,,
-12.18,1745.93,,,,,,
-12.16,1750.42,,,,,,
-12.14,1754.22,,,,,,
-12.12,1759.4,,,,,,
-12.1,1763.85,,,,,,
-12.08,1771.46,,,,,,
-12.06,1745.81,,,,,,
-12.04,1724.94,,,,,,
-12.02,1713.66,,,,,,
-12,1784.06,,,,,,
-11.98,1749.12,,,,,,
-11.96,1779.97,,,,,,
-11.94,1747.05,,,,,,
-11.92,1761.61,,,,,,
-11.9,1741.06,,,,,,
-11.88,1685.27,,,,,,
-11.86,1742.65,,,,,,
-11.84,1722.95,,,,,,
-11.82,1744.5,,,,,,
-11.8,1729.52,,,,,,
-11.78,1753.36,,,,,,
-11.76,1737.44,,,,,,
-11.74,1758.56,,,,,,
-11.72,1752.37,,,,,,
-11.7,1813.11,,,,,,
-11.68,1783.06,,,,,,
-11.66,1767.67,,,,,,
-11.64,1773.21,,,,,,
-11.62,1789.98,,,,,,
-11.6,1759.01,,,,,,
-11.58,1773.72,,,,,,
-11.56,1794.23,,,,,,
-11.54,1762.91,,,,,,
-11.52,1730.26,,,,,,
-11.5,1792.77,,,,,,
-11.48,1749.26,,,,,,
-11.46,1781.93,,,,,,
-11.44,1804.52,,,,,,
-11.42,1802.26,,,,,,
-11.4,1778.66,,,,,,
-11.38,1780.62,,,,,,
-11.36,1818.77,,,,,,
-11.34,1794.24,,,,,,
-11.32,1735.64,,,,,,
-11.3,1809.26,,,,,,
-11.28,1784.1,,,,,,
-11.26,1801.97,,,,,,
-11.24,1762.92,,,,,,
-11.22,1808.416,,,,,,
-11.2,1746.792,,,,,,
-11.18,1761.752,,,,,,
-11.16,1700.912,,,,,,
-11.14,1792.4,,,,,,
-11.12,1747.184,,,,,,
-11.1,1728.288,,,,,,
-11.08,1775.136,,,,,,
-11.06,1811.16,,,,,,
-11.04,1795.64,,,,,,
-11.02,1756.152,,,,,,
-11,1790.12,,,,,,
-10.98,1748.864,,,,,,
-10.96,1785.944,,,,,,
-10.94,1853.928,,,,,,
-10.92,1819.208,,,,,,
-10.9,1782.016,,,,,,
-10.88,1798.984,,,,,,
-10.86,1814.464,,,,,,
-10.84,1769.32,,,,,,
-10.82,1807.832,,,,,,
-10.8,1807.088,,,,,,
-10.78,1812.312,,,,,,
-10.76,1771.12,,,,,,
-10.74,1824.616,,,,,,
-10.72,1776.68,,,,,,
-10.7,1809.128,,,,,,
-10.68,1789.624,,,,,,
-10.66,1818.576,,,,,,
-10.64,1808.224,,,,,,
-10.62,1802.912,,,,,,
-10.6,1754.528,,,,,,
-10.58,1795.224,,,,,,
-10.56,1777.896,,,,,,
-10.54,1762.344,,,,,,
-10.52,1796.416,,,,,,
-10.5,1785.232,,,,,,
-10.48,1792.024,,,,,,
-10.46,1772.448,,,,,,
-10.44,1785.712,,,,,,
-10.42,1840.096,,,,,,
-10.4,1782.512,,,,,,
-10.38,1808.672,,,,,,
-10.36,1757.752,,,,,,
-10.34,1792.792,,,,,,
-10.32,1797.608,,,,,,
-10.3,1785.872,,,,,,
-10.28,1797.44,,,,,,
-10.26,1884.912,,,,,,
-10.24,1809.496,,,,,,
-10.22,1820.864,,,,,,
-10.2,1820.016,,,,,,
-10.18,1860.936,,,,,,
-10.16,1790.136,,,,,,
-10.14,1833.024,,,,,,
-10.12,1831.104,,,,,,
-10.1,1848.272,,,,,,
-10.08,1771.296,,,,,,
-10.06,1792.912,,,,,,
-10.04,1787.024,,,,,,
-10.02,1817.528,,,,,,
-10,1768.408,,,,,,
-9.98,1798.152,,,,,,
-9.96,1817.432,,,,,,
-9.94,1802.992,,,,,,
-9.92,1790.688,,,,,,
-9.9,1790.6,,,,,,
-9.88,1835.904,,,,,,
-9.86,1805.864,,,,,,
-9.84,1791.072,,,,,,
-9.82,1817.848,,,,,,
-9.8,1768.296,,,,,,
-9.78,1815.112,,,,,,
-9.76,1789.392,,,,,,
-9.74,1818.376,,,,,,
-9.72,1810.608,,,,,,
-9.7,1839.968,,,,,,
-9.68,1792.056,,,,,,
-9.66,1802.856,,,,,,
-9.64,1763.472,,,,,,
-9.62,1784.36,,,,,,
-9.6,1773.016,,,,,,
-9.58,1800.584,,,,,,
-9.56,1834.936,,,,,,
-9.54,1815.632,,,,,,
-9.52,1874.144,,,,,,
-9.5,1822.552,,,,,,
-9.48,1814.664,,,,,,
-9.46,1817.312,,,,,,
-9.44,1784.416,,,,,,
-9.42,1838.944,,,,,,
-9.4,1805.36,,,,,,
-9.38,1835.248,,,,,,
-9.36,1840.72,,,,,,
-9.34,1841.864,,,,,,
-9.32,1811.448,,,,,,
-9.3,1850.72,,,,,,
-9.28,1810.44,,,,,,
-9.26,1774.688,,,,,,
-9.24,1802.592,,,,,,
-9.22,1821.008,,,,,,
-9.2,1807.84,,,,,,
-9.18,1776.368,,,,,,
-9.16,1784.64,,,,,,
-9.14,1826.984,,,,,,
-9.12,1825.208,,,,,,
-9.1,1786.144,,,,,,
-9.08,1810.72,,,,,,
-9.06,1860.208,,,,,,
-9.04,1860.16,,,,,,
-9.02,1890.736,,,,,,
-9,1840.136,,,,,,
-8.98,1850.36,,,,,,
-8.96,1868.152,,,,,,
-8.94,1867.624,,,,,,
-8.92,1835.36,,,,,,
-8.9,1877.872,,,,,,
-8.88,1815.32,,,,,,
-8.86,1810.8,,,,,,
-8.84,1825.872,,,,,,
-8.82,1885.112,,,,,,
-8.8,1818.432,,,,,,
-8.78,1851.928,,,,,,
-8.76,1832.152,,,,,,
-8.74,1820.952,,,,,,
-8.72,1803.68,,,,,,
-8.7,1851.272,,,,,,
-8.68,1841.416,,,,,,
-8.66,1851.408,,,,,,
-8.64,1844.968,,,,,,
-8.62,1866.76,,,,,,
-8.6,1776.92,,,,,,
-8.58,1837.984,,,,,,
-8.56,1859.896,,,,,,
-8.54,1892.984,,,,,,
-8.52,1850.848,,,,,,
-8.5,1888.16,,,,,,
-8.48,1874.424,,,,,,
-8.46,1835.56,,,,,,
-8.44,1852.952,,,,,,
-8.42,1885.424,,,,,,
-8.4,1842.376,,,,,,
-8.38,1842.68,,,,,,
-8.36,1874.984,,,,,,
-8.34,1875.784,,,,,,
-8.32,1823.392,,,,,,
-8.3,1808.432,,,,,,
-8.28,1847.136,,,,,,
-8.26,1887.512,,,,,,
-8.24,1831.48,,,,,,
-8.22,1832.224,,,,,,
-8.2,1839.192,,,,,,
-8.18,1910.344,,,,,,
-8.16,1873.496,,,,,,
-8.14,1830.544,,,,,,
-8.12,1877.984,,,,,,
-8.1,1857.952,,,,,,
-8.08,1847.352,,,,,,
-8.06,1785.36,,,,,,
-8.04,1829.08,,,,,,
-8.02,1803.552,,,,,,
-8,1838.2,,,,,,
-7.98,1819.976,,,,,,
-7.96,1834.376,,,,,,
-7.94,1863.104,,,,,,
-7.92,1846.04,,,,,,
-7.9,1856.46,,,,,,
-7.88,1874.726667,,,,,,
-7.86,1915.7,,,,,,
-7.84,1869.38,,,,,,
-7.82,1895.406667,,,,,,
-7.8,1841.386667,,,,,,
-7.78,1890.546667,,,,,,
-7.76,1870.146667,,,,,,
-7.74,1905.965714,,,,,,
-7.72,1882.434286,,,,,,
-7.7,1922.24,,,,,,
-7.68,1886.84,,,,,,
-7.66,1864.017143,,,,,,
-7.64,1947.731429,,,,,,
-7.62,1922.32,,,,,,
-7.6,1953.874286,,,,,,
-7.58,1907.182857,,,,,,
-7.56,1927.417143,,,,,,
-7.54,1915.628571,,,,,,
-7.52,1884.108571,,,,,,
-7.5,1888.897143,,,,,,
-7.48,1899.828571,,,,,,
-7.46,1955.737143,,,,,,
-7.44,1909.937143,,,,,,
-7.42,1911.474286,,,,,,
-7.4,1918.022857,,,,,,
-7.38,1890.495,,,,,,
-7.36,1866.225,,,,,,
-7.34,1873.546667,,,,,,
-7.32,1894.751111,,,,,,
-7.3,1924.2,,,,,,
-7.28,1877.075556,,,,,,
-7.26,1866.831111,,,,,,
-7.24,1844.151111,,,,,,
-7.22,1887.488889,,,,,,
-7.2,1841.804444,,,,,,
-7.18,1829.577778,,,,,,
-7.16,1828.28,,,,,,
-7.14,1867.075556,,,,,,
-7.12,1858.515556,,,,,,
-7.1,1863.791111,,,,,,
-7.08,1872.408889,,,,,,
-7.06,1866.088889,,,,,,
-7.04,1865.364444,,,,,,
-7.02,1833.155556,,,,,,
-7,1869.782222,,,,,,
-6.98,1909.106667,,,,,,
-6.96,1902.875556,,,,,,
-6.94,1887.991111,,,,,,
-6.92,1911.64,,,,,,
-6.9,1919.68,,,,,,
-6.88,1867.582222,,,,,,
-6.86,1886.457778,,,,,,
-6.84,1888.973333,,,,,,
-6.82,1915.537778,,,,,,
-6.8,1899.053333,,,,,,
-6.78,1902.746667,,,,,,
-6.76,1841.737778,,,,,,
-6.74,1875.177778,,,,,,
-6.72,1833.764444,,,,,,
-6.7,1861.875556,,,,,,
-6.68,1895.657778,,,,,,
-6.66,1913.111111,,,,,,
-6.64,1873.537778,,,,,,
-6.62,1870.964444,,,,,,
-6.6,1897.853333,,,,,,
-6.58,1879.857778,,,,,,
-6.56,1862.022222,,,,,,
-6.54,1886.812,,,,,,
-6.52,1878.348,,,,,,
-6.5,1877.268,,,,,,
-6.48,1870.8,,,,,,
-6.46,1906.368,,,,,,
-6.44,1898.868,,,,,,
-6.42,1897.42,,,,,,
-6.4,1904.452,,,,,,
-6.38,1910.768,,,,,,
-6.36,1917.676,,,,,,
-6.34,1937.024,,,,,,
-6.32,1886.232,,,,,,
-6.3,1898.424,,,,,,
-6.28,1880.892,,,,,,
-6.26,1891.052,,,,,,
-6.24,1894.936,,,,,,
-6.22,1918.404,,,,,,
-6.2,1862.412,,,,,,
-6.18,1916.584,,,,,,
-6.16,1904.596,,,,,,
-6.14,1890.824,,,,,,
-6.12,1864.508,,,,,,
-6.1,1930.08,,,,,,
-6.08,1889.12,,,,,,
-6.06,1910.184,,,,,,
-6.04,1908.376,,,,,,
-6.02,1948.464,,,,,,
-6,1890.472,,,,,,
-5.98,1942.124,,,,,,
-5.96,1939.968,,,,,,
-5.94,1928.104,,,,,,
-5.92,1906.968,,,,,,
-5.9,1935.528,,,,,,
-5.88,1879.832,,,,,,
-5.86,1903.32,,,,,,
-5.84,1890.6,,,,,,
-5.82,1905.448,,,,,,
-5.8,1899.152,,,,,,
-5.78,1896.792,,,,,,
-5.76,1883.68,,,,,,
-5.74,1896.672,,,,,,
-5.72,1888.328,,,,,,
-5.7,1879.912,,,,,,
-5.68,1887.148,,,,,,
-5.66,1851.336,,,,,,
-5.64,1886.372,,,,,,
-5.62,1902.26,,,,,,
-5.6,1897.232,,,,,,
-5.58,1906.404,,,,,,
-5.56,1870.156,,,,,,
-5.54,1901.792,,,,,,
-5.52,1908.916,,,,,,
-5.5,1897.612,,,,,,
-5.48,1896.272,,,,,,
-5.46,1900.524,,,,,,
-5.44,1914.076,,,,,,
-5.42,1919.964,,,,,,
-5.4,1898.568,,,,,,
-5.38,1920.008,,,,,,
-5.36,1873.972,,,,,,
-5.34,1890.688,,,,,,
-5.32,1897.692,,,,,,
-5.3,1922.068,,,,,,
-5.28,1911.208,,,,,,
-5.26,1903.24,,,,,,
-5.24,1904.856,,,,,,
-5.22,1916.12,,,,,,
-5.2,1911.144,,,,,,
-5.18,1940.436,,,,,,
-5.16,1895.104,,,,,,
-5.14,1934.536,,,,,,
-5.12,1891.144,,,,,,
-5.1,1883.888,,,,,,
-5.08,1908.22,,,,,,
-5.06,1908.58,,,,,,
-5.04,1881.584,,,,,,
-5.02,1900.74,,,,,,
-5,1926.696,,,,,,
-4.98,1952.128,,,,,,
-4.96,1913.208,,,,,,
-4.94,1906.488,,,,,,
-4.92,1864.516,,,,,,
-4.9,1892.164,,,,,,
-4.88,1884.792,,,,,,
-4.86,1899.232,,,,,,
-4.84,1913.304,,,,,,
-4.82,1900.028,,,,,,
-4.8,1870.74,,,,,,
-4.78,1895.212,,,,,,
-4.76,1882.204,,,,,,
-4.74,1912.316,,,,,,
-4.72,1855.656,,,,,,
-4.7,1884.544,,,,,,
-4.68,1893.544,,,,,,
-4.66,1898.424,,,,,,
-4.64,1886.156,,,,,,
-4.62,1899.452,,,,,,
-4.6,1895,,,,,,
-4.58,1922.096,,,,,,
-4.56,1923.844,,,,,,
-4.54,1924.08,,,,,,
-4.52,1902.592,,,,,,
-4.5,1894.436,,,,,,
-4.48,1892.808,,,,,,
-4.46,1873.372,,,,,,
-4.44,1839.22,,,,,,
-4.42,1897.4,,,,,,
-4.4,1872.672,,,,,,
-4.38,1844.184,,,,,,
-4.36,1859.324,,,,,,
-4.34,1858.924,,,,,,
-4.32,1868.756,,,,,,
-4.3,1868.208,,,,,,
-4.28,1839.644,,,,,,
-4.26,1938.568,,,,,,
-4.24,1900.476,,,,,,
-4.22,1922.7,,,,,,
-4.2,1931.284,,,,,,
-4.18,1964.58,,,,,,
-4.16,1884.508,,,,,,
-4.14,1902.296,,,,,,
-4.12,1910.336,,,,,,
-4.1,1902.2,,,,,,
-4.08,1904.568,,,,,,
-4.06,1931.756,,,,,,
-4.04,1916.612,,,,,,
-4.02,1904.048,,,,,,
-4,1941.688,,,,,,
-3.98,1888.848,,,,,,
-3.96,1878.548,,,,,,
-3.94,1896.82,,,,,,
-3.92,1912.356,,,,,,
-3.9,1889.088,,,,,,
-3.88,1851.372,,,,,,
-3.86,1872.368,,,,,,
-3.84,1888.56,,,,,,
-3.82,1908.772,,,,,,
-3.8,1911.26,,,,,,
-3.78,1939.008,,,,,,
-3.76,1891.748,,,,,,
-3.74,1917.328,,,,,,
-3.72,1871.64,,,,,,
-3.7,1866.968,,,,,,
-3.68,1887.04,,,,,,
-3.66,1886.564,,,,,,
-3.64,1869.768,,,,,,
-3.62,1932.7,,,,,,
-3.6,1857.64,,,,,,
-3.58,1908.348,,,,,,
-3.56,1857.668,,,,,,
-3.54,1922.592,,,,,,
-3.52,1902.32,,,,,,
-3.5,1875.2,,,,,,
-3.48,1904.424,,,,,,
-3.46,1949.468,,,,,,
-3.44,1888.724,,,,,,
-3.42,1884.368,,,,,,
