,Aerage,,,,,,
-3.4,1900.728,,,,,,
-3.38,1941.752,,,,,,
-3.36,1861.968,,,,,,
-3.34,1922.536,,,,,,
-3.32,1892.192,,,,,,
-3.3,1918.832,,,,,,
-3.28,1913.664,,,,,,
-3.26,1881.444,,,,,,
-3.24,1890.128,,,,,,
-3.22,1913.348,,,,,,
-3.2,1878.216,,,,,,
-3.18,1896.396,,,,,,
-3.16,1871.968,,,,,,
-3.14,1930.208,,,,,,
-3.12,1919.588,,,,,,
-3.1,1915.596,,,,,,
-3.08,1927.94,,,,,,
-3.06,1946.428,,,,,,
-3.04,1916.684,,,,,,
-3.02,1926.16,,,,,,
-3,1906.164,,,,,,
-2.98,1959.712,,,,,,
-2.96,1926.596,,,,,,
-2.94,1925.288,,,,,,
-2.92,1928.4,,,,,,
-2.9,1947.232,,,,,,
-2.88,1913.148,,,,,,
-2.86,1939.932,,,,,,
-2.84,1910.84,,,,,,
-2.82,1916.044,,,,,,
-2.8,1895.648,,,,,,
-2.78,1922.672,,,,,,
-2.76,1922.268,,,,,,
-2.74,1915.884,,,,,,
-2.72,1904.224,,,,,,
-2.7,1932.24,,,,,,
-2.68,1933.528,,,,,,
-2.66,1938.296,,,,,,
-2.64,1917.868,,,,,,
-2.62,1953.076,,,,,,
-2.6,2001.864,,,,,,
-2.58,1961.544,,,,,,
-2.56,1904.708,,,,,,
-2.54,1950.252,,,,,,
-2.52,1980.052,,,,,,
-2.5,1950.056,,,,,,
-2.48,1925.276,,,,,,
-2.46,1938.988,,,,,,
-2.44,1934.26,,,,,,
-2.42,1949.664,,,,,,
-2.4,1951.072,,,,,,
-2.38,1968.756,,,,,,
-2.36,1956.424,,,,,,
-2.34,1981.732,,,,,,
-2.32,1915.84,,,,,,
-2.3,1930.852,,,,,,
-2.28,1980.752,,,,,,
-2.26,1979.356,,,,,,
-2.24,1959.212,,,,,,
-2.22,1972.572,,,,,,
-2.2,1928.976,,,,,,
-2.18,1989.7,,,,,,
-2.16,1970.644,,,,,,
-2.14,2025.044,,,,,,
-2.12,1946.172,,,,,,
-2.1,2001.184,,,,,,
-2.08,1935.424,,,,,,
-2.06,1969.624,,,,,,
-2.04,1946.104,,,,,,
-2.02,1961.02,,,,,,
-2,1946.58,,,,,,
-1.98,2016.216,,,,,,
-1.96,1995.076,,,,,,
-1.94,2032.692,,,,,,
-1.92,1966.128,,,,,,
-1.9,1988.228,,,,,,
-1.88,1965.256,,,,,,
-1.86,1977.152,,,,,,
-1.84,1968.244,,,,,,
-1.82,1989.548,,,,,,
-1.8,1951.08,,,,,,
-1.78,2020.78,,,,,,
-1.76,2003.028,,,,,,
-1.74,2037.936,,,,,,
-1.72,1992.168,,,,,,
-1.7,2061.736,,,,,,
-1.68,2010.924,,,,,,
-1.66,2009.316,,,,,,
-1.64,1985.012,,,,,,
-1.62,2013.08,,,,,,
-1.6,2023.848,,,,,,
-1.58,2001.756,,,,,,
-1.56,2010.172,,,,,,
-1.54,2018.18,,,,,,
-1.52,1992.108,,,,,,
-1.5,2015.392,,,,,,
-1.48,1963.48,,,,,,
-1.46,2059.208,,,,,,
-1.44,2030.524,,,,,,
-1.42,1998.524,,,,,,
-1.4,2010.144,,,,,,
-1.38,2054.104,,,,,,
-1.36,2026.024,,,,,,
-1.34,2009.252,,,,,,
-1.32,2032.42,,,,,,
-1.3,2049.168,,,,,,
-1.28,2004.684,,,,,,
-1.26,2036.176,,,,,,
-1.24,2023.624,,,,,,
-1.22,2054.96,,,,,,
-1.2,2040.796,,,,,,
-1.18,2000.544,,,,,,
-1.16,2037.864,,,,,,
-1.14,2093.676,,,,,,
-1.12,2045.424,,,,,,
-1.1,2026.192,,,,,,
-1.08,2039.924,,,,,,
-1.06,2079.812,,,,,,
-1.04,2052.948,,,,,,
-1.02,2058.668,,,,,,
-1,2061.956,,,,,,
-0.98,2091.04,,,,,,
-0.96,2028.74,,,,,,
-0.94,2047.556,,,,,,
-0.92,2047.604,,,,,,
-0.9,2036.224,,,,,,
-0.88,2024.724,,,,,,
-0.86,2035.888,,,,,,
-0.84,2042.02,,,,,,
-0.82,2048.244,,,,,,
-0.8,2039.74,,,,,,
-0.78,2011.268,,,,,,
-0.76,2048.28,,,,,,
-0.74,2059.06,,,,,,
-0.72,2028.124,,,,,,
-0.7,2015.704,,,,,,
-0.68,2029.212,,,,,,
-0.66,2033.348,,,,,,
-0.64,2042.852,,,,,,
-0.62,2061.912,,,,,,
-0.6,2034.268,,,,,,
-0.58,2068.464,,,,,,
-0.56,2058.792,,,,,,
-0.54,2074.952,,,,,,
-0.52,2046.456,,,,,,
-0.5,2073.58,,,,,,
-0.48,2045.976,,,,,,
-0.46,2059.088,,,,,,
-0.44,2069.828,,,,,,
-0.42,2152.904,,,,,,
-0.4,2088.208,,,,,,
-0.38,2094.52,,,,,,
-0.36,2113.448,,,,,,
-0.34,2116.752,,,,,,
-0.32,2086.668,,,,,,
-0.3,2057.56,,,,,,
-0.28,2050.228,,,,,,
-0.26,2122.508,,,,,,
-0.24,2080.532,,,,,,
-0.22,2117.996,,,,,,
-0.2,2097.284,,,,,,
-0.18,2134.008,,,,,,
-0.16,2112.548,,,,,,
-0.14,2130.588,,,,,,
-0.12,2126.428,,,,,,
-0.1,2155.956,,,,,,
-0.08,2176.956,,,,,,
-0.06,2133.256,,,,,,
-0.04,2170.368,,,,,,
-0.02,,,,,,,
0,2319.832,,,,,,
0.02,2180.22,,,,,,
0.04,2132.66,,,,,,
0.06,2142.224,,,,,,
0.08,2163.232,,,,,,
0.1,2130.264,,,,,,
0.12,2109.648,,,,,,
0.14,2095.356,,,,,,
0.16,2165.132,,,,,,
0.18,2084.684,,,,,,
0.2,2047.752,,,,,,
0.22,2093.268,,,,,,
0.24,2115.116,,,,,,
0.26,2078.356,,,,,,
0.28,2065.228,,,,,,
0.3,2090.9,,,,,,
0.32,2121.12,,,,,,
0.34,2065.9,,,,,,
0.36,2032.696,,,,,,
0.38,2063.528,,,,,,
0.4,2127.476,,,,,,
0.42,2050.344,,,,,,
0.44,2094.512,,,,,,
0.46,2075.924,,,,,,
0.48,2141.3,,,,,,
0.5,2084.276,,,,,,
0.52,2110.336,,,,,,
0.54,2130.264,,,,,,
0.56,2136.688,,,,,,
0.58,2079.732,,,,,,
0.6,2059.292,,,,,,
0.62,2063.816,,,,,,
0.64,2121.432,,,,,,
0.66,2061.068,,,,,,
0.68,2049.04,,,,,,
0.7,2057.812,,,,,,
0.72,2066.472,,,,,,
0.74,2061.02,,,,,,
0.76,2060.112,,,,,,
0.78,2018.432,,,,,,
0.8,2076.188,,,,,,
0.82,2052.016,,,,,,
0.84,2007.364,,,,,,
0.86,2022.64,,,,,,
0.88,2072.088,,,,,,
0.9,2028.464,,,,,,
0.92,2024.116,,,,,,
0.94,1970.084,,,,,,
0.96,2050.56,,,,,,
0.98,2007.576,,,,,,
1,1994.836,,,,,,
1.02,2035.516,,,,,,
1.04,2020.24,,,,,,
1.06,1988.412,,,,,,
1.08,1970.34,,,,,,
1.1,2037.02,,,,,,
1.12,2044.184,,,,,,
1.14,1971.26,,,,,,
1.16,1949.348,,,,,,
1.18,2010.852,,,,,,
1.2,2024.324,,,,,,
1.22,1956.32,,,,,,
1.24,1976.448,,,,,,
1.26,1956.864,,,,,,
1.28,1970.988,,,,,,
1.3,1965.632,,,,,,
1.32,1939.668,,,,,,
1.34,2030.572,,,,,,
1.36,2015.872,,,,,,
1.38,2012.528,,,,,,
1.4,2025.632,,,,,,
1.42,2012.04,,,,,,
1.44,2039.004,,,,,,
1.46,1964.42,,,,,,
1.48,1996.672,,,,,,
1.5,2006.376,,,,,,
1.52,2022.892,,,,,,
1.54,2013.692,,,,,,
1.56,1970.388,,,,,,
1.58,1996.852,,,,,,
1.6,2025.592,,,,,,
1.62,1983.908,,,,,,
1.64,1961.372,,,,,,
1.66,1997.552,,,,,,
1.68,2018.72,,,,,,
1.7,1971.976,,,,,,
1.72,1947.756,,,,,,
1.74,2008.064,,,,,,
1.76,2009.756,,,,,,
1.78,1957.532,,,,,,
1.8,1967.912,,,,,,
1.82,1947.72,,,,,,
1.84,1973.124,,,,,,
1.86,1951.768,,,,,,
1.88,1947.164,,,,,,
1.9,1982.292,,,,,,
1.92,2009.384,,,,,,
1.94,1954.372,,,,,,
1.96,1989.036,,,,,,
1.98,1976.688,,,,,,
2,2012.868,,,,,,
2.02,1960.348,,,,,,
2.04,1961.384,,,,,,
2.06,1967.136,,,,,,
2.08,1963.324,,,,,,
2.1,1936.408,,,,,,
2.12,1966.144,,,,,,
2.14,1943.096,,,,,,
2.16,1972.56,,,,,,
2.18,1965.82,,,,,,
2.2,1896.328,,,,,,
2.22,1934.34,,,,,,
2.24,1951.2,,,,,,
2.26,1931.152,,,,,,
2.28,1948.636,,,,,,
2.3,1951.336,,,,,,
2.32,1962.824,,,,,,
2.34,1945.2,,,,,,
2.36,1917.564,,,,,,
2.38,1906.292,,,,,,
2.4,1932.964,,,,,,
2.42,1917.028,,,,,,
2.44,1959.656,,,,,,
2.46,1925.336,,,,,,
2.48,1966.068,,,,,,
2.5,1948.704,,,,,,
2.52,1938.312,,,,,,
2.54,1967.748,,,,,,
2.56,1976.78,,,,,,
2.58,1968.44,,,,,,
2.6,1974.72,,,,,,
2.62,1940.044,,,,,,
2.64,1988.74,,,,,,
2.66,1984.356,,,,,,
2.68,1932.652,,,,,,
2.7,1939.368,,,,,,
2.72,1934.972,,,,,,
2.74,1922.188,,,,,,
2.76,1936.76,,,,,,
2.78,1934.524,,,,,,
2.8,1937.928,,,,,,
2.82,1916.656,,,,,,
2.84,1923.948,,,,,,
2.86,1929.224,,,,,,
2.88,1923.084,,,,,,
2.9,1898.42,,,,,,
2.92,1919.44,,,,,,
2.94,1923.852,,,,,,
2.96,1937.756,,,,,,
2.98,1916.424,,,,,,
3,1903.972,,,,,,
3.02,1931.888,,,,,,
3.04,1901.096,,,,,,
3.06,1894.136,,,,,,
3.08,1888.076,,,,,,
3.1,1897.712,,,,,,
3.12,1912.684,,,,,,
3.14,1904.456,,,,,,
3.16,1893.4,,,,,,
3.18,1905.104,,,,,,
3.2,1930.652,,,,,,
3.22,1878.684,,,,,,
3.24,1914.604,,,,,,
3.26,1891.92,,,,,,
3.28,1918.156,,,,,,
3.3,1910.3,,,,,,
3.32,1920.392,,,,,,
3.34,1921.42,,,,,,
3.36,1901.572,,,,,,
3.38,1890.828,,,,,,
3.4,1868.512,,,,,,
3.42,1875.856,,,,,,
3.44,1895.324,,,,,,
3.46,1876.94,,,,,,
3.48,1891.152,,,,,,
3.5,1918.556,,,,,,
3.52,1921.1,,,,,,
3.54,1884.172,,,,,,
3.56,1920.424,,,,,,
3.58,1923.816,,,,,,
3.6,1920.988,,,,,,
3.62,1900.312,,,,,,
3.64,1883.552,,,,,,
3.66,1915.812,,,,,,
3.68,1921.312,,,,,,
3.7,1906.224,,,,,,
3.72,1936.744,,,,,,
3.74,1917.496,,,,,,
3.76,1917.396,,,,,,
3.78,1902.404,,,,,,
3.8,1893.952,,,,,,
3.82,1910.236,,,,,,
3.84,1930.176,,,,,,
3.86,1905.396,,,,,,
3.88,1894.296,,,,,,
3.9,1882.124,,,,,,
3.92,1922.324,,,,,,
3.94,1890.752,,,,,,
3.96,1907.744,,,,,,
3.98,1915.24,,,,,,
4,1888.024,,,,,,
4.02,1905.176,,,,,,
4.04,1887.632,,,,,,
4.06,1894.3,,,,,,
4.08,1911.268,,,,,,
4.1,1872.184,,,,,,
4.12,1913.52,,,,,,
4.14,1891.44,,,,,,
4.16,1940.192,,,,,,
4.18,1870.288,,,,,,
4.2,1896.724,,,,,,
4.22,1894.624,,,,,,
4.24,1871.992,,,,,,
4.26,1894.984,,,,,,
4.28,1854.88,,,,,,
4.3,1901.612,,,,,,
4.32,1907.12,,,,,,
4.34,1870.088,,,,,,
4.36,1904.352,,,,,,
4.38,1910.428,,,,,,
4.4,1896.216,,,,,,
4.42,1892.416,,,,,,
4.44,1901.444,,,,,,
4.46,1916.148,,,,,,
4.48,1891.08,,,,,,
4.5,1893.4,,,,,,
4.52,1887.676,,,,,,
4.54,1891.024,,,,,,
4.56,1918.152,,,,,,
4.58,1878.004,,,,,,
4.6,1897.124,,,,,,
4.62,1920.252,,,,,,
4.64,1896.684,,,,,,
4.66,1910.888,,,,,,
4.68,1917.336,,,,,,
4.7,1880.564,,,,,,
4.72,1908.876,,,,,,
4.74,1885.736,,,,,,
4.76,1902.072,,,,,,
4.78,1870.304,,,,,,
4.8,1889.044,,,,,,
4.82,1835.348,,,,,,
4.84,1886.884,,,,,,
4.86,1907.836,,,,,,
4.88,1855.284,,,,,,
4.9,1840.544,,,,,,
4.92,1868.032,,,,,,
4.94,1869.708,,,,,,
4.96,1906.952,,,,,,
4.98,1899.564,,,,,,
5,1887.724,,,,,,
5.02,1859.012,,,,,,
5.04,1904.836,,,,,,
5.06,1867.66,,,,,,
5.08,1886.296,,,,,,
5.1,1879.892,,,,,,
5.12,1886.788,,,,,,
5.14,1851.364,,,,,,
5.16,1856.02,,,,,,
5.18,1893.916,,,,,,
5.2,1924.136,,,,,,
5.22,1876.62,,,,,,
5.24,1894.012,,,,,,
5.26,1856.932,,,,,,
5.28,1878.22,,,,,,
5.3,1856.928,,,,,,
5.32,1910.34,,,,,,
5.34,1877.676,,,,,,
5.36,1926.164,,,,,,
5.38,1861.64,,,,,,
5.4,1891.448,,,,,,
5.42,1919.16,,,,,,
5.44,1919.78,,,,,,
5.46,1895.8,,,,,,
5.48,1909.164,,,,,,
5.5,1897.576,,,,,,
5.52,1905.216,,,,,,
5.54,1870.528,,,,,,
5.56,1878.272,,,,,,
5.58,1892.46,,,,,,
5.6,1884.376,,,,,,
5.62,1868.68,,,,,,
5.64,1858.172,,,,,,
5.66,1896.984,,,,,,
5.68,1917.456,,,,,,
5.7,1857.24,,,,,,
5.72,1916.252,,,,,,
5.74,1866.532,,,,,,
5.76,1886.756,,,,,,
5.78,1883.792,,,,,,
5.8,1852.312,,,,,,
5.82,1850.48,,,,,,
5.84,1849.276,,,,,,
5.86,1874.504,,,,,,
5.88,1879.508,,,,,,
5.9,1870.608,,,,,,
5.92,1852.344,,,,,,
5.94,1858.1,,,,,,
5.96,1878.18,,,,,,
5.98,1901.184,,,,,,
6,1878,,,,,,
6.02,1844.18,,,,,,
6.04,1881.848,,,,,,
6.06,1904.608,,,,,,
6.08,1906.636,,,,,,
6.1,1863.16,,,,,,
6.12,1891.096,,,,,,
6.14,1893.452,,,,,,
6.16,1904.724,,,,,,
6.18,1882.016,,,,,,
6.2,1906.528,,,,,,
6.22,1880.488,,,,,,
6.24,1877.716,,,,,,
6.26,1849.216,,,,,,
6.28,1864.712,,,,,,
6.3,1864.28,,,,,,
6.32,1837.996,,,,,,
6.34,1862.16,,,,,,
6.36,1862.264,,,,,,
6.38,1877.664,,,,,,
6.4,1899.332,,,,,,
6.42,1850.036,,,,,,
6.44,1847.692,,,,,,
6.46,1864.248,,,,,,
6.48,1850.62,,,,,,
6.5,1852.74,,,,,,
6.52,1886.18,,,,,,
6.54,1877.472,,,,,,
6.56,1859.208,,,,,,
6.58,1866.736,,,,,,
6.6,1880.62,,,,,,
6.62,1847.396,,,,,,
6.64,1871.424,,,,,,
6.66,1848.344,,,,,,
6.68,1875.788,,,,,,
6.7,1852.372,,,,,,
6.72,1866.636,,,,,,
6.74,1835.44,,,,,,
6.76,1875.296,,,,,,
6.78,1865.236,,,,,,
6.8,1863.916,,,,,,
6.82,1866.017778,,,,,,
6.84,1837.711111,,,,,,
6.86,1817.288889,,,,,,
6.88,1855.782222,,,,,,
6.9,1868.573333,,,,,,
6.92,1875.115556,,,,,,
6.94,1828.262222,,,,,,
6.96,1874.511111,,,,,,
6.98,1861.706667,,,,,,
7,1829.755556,,,,,,
7.02,1848.591111,,,,,,
7.04,1840.084444,,,,,,
7.06,1816.04,,,,,,
7.08,1771.915556,,,,,,
7.1,1830.808889,,,,,,
7.12,1831.057778,,,,,,
7.14,1815.044444,,,,,,
7.16,1814.955556,,,,,,
7.18,1802.982222,,,,,,
7.2,1803.088889,,,,,,
7.22,1810.488889,,,,,,
7.24,1820.115556,,,,,,
7.26,1802.275556,,,,,,
7.28,1808.786667,,,,,,
7.3,1812.022222,,,,,,
7.32,1788.155556,,,,,,
7.34,1839.435556,,,,,,
7.36,1811.724444,,,,,,
7.38,1826.506667,,,,,,
7.4,1806.586667,,,,,,
7.42,1828.36,,,,,,
7.44,1772.884444,,,,,,
7.46,1836.924444,,,,,,
7.48,1803.262222,,,,,,
7.5,1820.311111,,,,,,
7.52,1839.084444,,,,,,
7.54,1823.391111,,,,,,
7.56,1818.564444,,,,,,
7.58,1850.377778,,,,,,
7.6,1808.928889,,,,,,
7.62,1829.195556,,,,,,
7.64,1842.08,,,,,,
7.66,1826.937778,,,,,,
7.68,1801.613333,,,,,,
7.7,1803.102222,,,,,,
7.72,1787.635556,,,,,,
7.74,1837.764444,,,,,,
7.76,1824.502222,,,,,,
7.78,1777.488889,,,,,,
7.8,1810.973333,,,,,,
7.82,1828.653333,,,,,,
7.84,1776.146667,,,,,,
7.86,1807.617778,,,,,,
7.88,1794.866667,,,,,,
7.9,1782.515556,,,,,,
7.92,1762.448889,,,,,,
7.94,1792.511111,,,,,,
7.96,1787.284444,,,,,,
7.98,1788.524444,,,,,,
8,1780.466667,,,,,,
8.02,1823.884444,,,,,,
8.04,1816.88,,,,,,
8.06,1827.648889,,,,,,
8.08,1819.986667,,,,,,
8.1,1807.008889,,,,,,
8.12,1781.871111,,,,,,
8.14,1797.262222,,,,,,
8.16,1791.133333,,,,,,
8.18,1803.924444,,,,,,
8.2,1786.004444,,,,,,
8.22,1793.066667,,,,,,
8.24,1835.648889,,,,,,
8.26,1817.497778,,,,,,
8.28,1768.755556,,,,,,
8.3,1790.01,,,,,,
8.32,1733.625,,,,,,
8.34,1738.605,,,,,,
8.36,1749.08,,,,,,
8.38,1770.97,,,,,,
8.4,1780.99,,,,,,
8.42,1750.135,,,,,,
8.44,1752.39,,,,,,
8.46,1810.375,,,,,,
8.48,1781.245,,,,,,
8.5,1816.695,,,,,,
8.52,1772.045,,,,,,
8.54,1795.61,,,,,,
8.56,1766.035,,,,,,
8.58,1798.32,,,,,,
8.6,1771.985,,,,,,
8.62,1782.76,,,,,,
8.64,1808.515,,,,,,
8.66,1793.72,,,,,,
8.68,1801.251429,,,,,,
8.7,1852.034286,,,,,,
8.72,1815.531429,,,,,,
8.74,1836.428571,,,,,,
8.76,1802.834286,,,,,,
8.78,1874.148571,,,,,,
8.8,1807.988571,,,,,,
8.82,1818.217143,,,,,,
8.84,1787.634286,,,,,,
8.86,1793.754286,,,,,,
8.88,1808.131429,,,,,,
8.9,1849.097143,,,,,,
8.92,1779.6,,,,,,
8.94,1838.131429,,,,,,
8.96,1851.668571,,,,,,
8.98,1802.017143,,,,,,
9,1796.331429,,,,,,
9.02,1827.965714,,,,,,
9.04,1840.205714,,,,,,
9.06,1847.24,,,,,,
9.08,1814.982857,,,,,,
9.1,1840.468571,,,,,,
9.12,1824.137143,,,,,,
9.14,1847.554286,,,,,,
9.16,1794.851429,,,,,,
9.18,1833.617143,,,,,,
9.2,1829.834286,,,,,,
9.22,1798.502857,,,,,,
9.24,1773.822857,,,,,,
9.26,1839.965714,,,,,,
9.28,1822.725714,,,,,,
9.3,1810.594286,,,,,,
9.32,1804.622857,,,,,,
9.34,1843.011429,,,,,,
9.36,1874.645714,,,,,,
9.38,1785.977143,,,,,,
9.4,1785.897143,,,,,,
9.42,1831.422857,,,,,,
9.44,1823.857143,,,,,,
9.46,1813.154286,,,,,,
9.48,1853.028571,,,,,,
9.5,1804.685714,,,,,,
9.52,1838.28,,,,,,
9.54,1806.285714,,,,,,
9.56,1809.588571,,,,,,
9.58,1835.697143,,,,,,
9.6,1827.56,,,,,,
9.62,1780.582857,,,,,,
9.64,1795.457143,,,,,,
9.66,1859.342857,,,,,,
9.68,1855.617143,,,,,,
9.7,1840.342857,,,,,,
9.72,1797.822857,,,,,,
9.74,1795.297143,,,,,,
9.76,1824.097143,,,,,,
9.78,1807.148571,,,,,,
9.8,1792.394286,,,,,,
9.82,1844.034286,,,,,,
9.84,1840.188571,,,,,,
9.86,1794.097143,,,,,,
9.88,1840.28,,,,,,
9.9,1906.228571,,,,,,
9.92,1866.702857,,,,,,
9.94,1845.851429,,,,,,
9.96,1882.285714,,,,,,
9.98,1872.028571,,,,,,
10,1876.371429,,,,,,
10.02,1843.474286,,,,,,
10.04,1820.188571,,,,,,
10.06,1844.702857,,,,,,
10.08,1844.411429,,,,,,
10.1,1797.148571,,,,,,
10.12,1789.553333,,,,,,
10.14,1763.246667,,,,,,
10.16,1777.52,,,,,,
10.18,1744.606667,,,,,,
10.2,1742.92,,,,,,
10.22,1796.613333,,,,,,
10.24,1784.66,,,,,,
10.26,1729.713333,,,,,,
10.28,1744.586667,,,,,,
10.3,1750.08,,,,,,
10.32,1764.413333,,,,,,
10.34,1767.793333,,,,,,
10.36,1757.313333,,,,,,
10.38,1797.486667,,,,,,
10.4,1815.286667,,,,,,
10.42,1789.253333,,,,,,
10.44,1763.28,,,,,,
10.46,1775.6,,,,,,
10.48,1803.373333,,,,,,
10.5,1763.033333,,,,,,
10.52,1805.3,,,,,,
10.54,1805.44,,,,,,
10.56,1782.64,,,,,,
10.58,1784.62,,,,,,
10.6,1727.926667,,,,,,
10.62,1780.293333,,,,,,
10.64,1820.253333,,,,,,
10.66,1794.773333,,,,,,
10.68,1773.253333,,,,,,
10.7,1798.52,,,,,,
10.72,1743.632,,,,,,
10.74,1747.144,,,,,,
10.76,1735.312,,,,,,
10.78,1747.848,,,,,,
10.8,1703.92,,,,,,
10.82,1692.672,,,,,,
10.84,1689.136,,,,,,
10.86,1743.192,,,,,,
10.88,1748.384,,,,,,
10.9,1716.232,,,,,,
10.92,1686.056,,,,,,
10.94,1774.136,,,,,,
10.96,1754.44,,,,,,
10.98,1740.016,,,,,,
11,1725.336,,,,,,
11.02,1750.392,,,,,,
11.04,1745.248,,,,,,
11.06,1722.752,,,,,,
11.08,1692.432,,,,,,
11.1,1742.24,,,,,,
11.12,1706.96,,,,,,
11.14,1740.888,,,,,,
11.16,1732.944,,,,,,
11.18,1748.456,,,,,,
11.2,1725.608,,,,,,
11.22,1741.152,,,,,,
11.24,1731.168,,,,,,
11.26,1712.576,,,,,,
11.28,1726.2,,,,,,
11.3,1762.4,,,,,,
11.32,1722.64,,,,,,
11.34,1786.512,,,,,,
11.36,1737.536,,,,,,
11.38,1741.44,,,,,,
11.4,1750.648,,,,,,
11.42,1765.072,,,,,,
11.44,1727.968,,,,,,
11.46,1771.92,,,,,,
11.48,1733.536,,,,,,
11.5,1806.79,,,,,,
11.52,1768.03,,,,,,
11.54,1753.39,,,,,,
11.56,1749.12,,,,,,
11.58,1784.75,,,,,,
11.6,1776.43,,,,,,
11.62,1765.83,,,,,,
11.64,1721.5,,,,,,
11.66,1831.03,,,,,,
11.68,1788.01,,,,,,
11.7,1760.83,,,,,,
11.72,1705.18,,,,,,
11.74,1749.88,,,,,,
11.76,1755.29,,,,,,
11.78,1786.133333,,,,,,
11.8,1749.346667,,,,,,
11.82,1797.546667,,,,,,
11.84,1815.026667,,,,,,
11.86,1766.36,,,,,,
11.88,1771.933333,,,,,,
11.9,1826.56,,,,,,
11.92,1764,,,,,,
11.94,1789.133333,,,,,,
11.96,1781.173333,,,,,,
11.98,1793.2,,,,,,
12,1796.64,,,,,,
12.02,1777.013333,,,,,,
12.04,1787.92,,,,,,
12.06,1796.786667,,,,,,
12.08,1785.08,,,,,,
12.1,1745.973333,,,,,,
12.12,1778.4,,,,,,
12.14,1798.906667,,,,,,
12.16,1836.066667,,,,,,
12.18,1803.84,,,,,,
12.2,1744.84,,,,,,
12.22,1783.666667,,,,,,
12.24,1738.72,,,,,,
12.26,1742,,,,,,
12.28,1735.68,,,,,,
12.3,1766.066667,,,,,,
12.32,1702.733333,,,,,,
12.34,1764.893333,,,,,,
12.36,1688.773333,,,,,,
12.38,1753.4,,,,,,
12.4,1731.586667,,,,,,
12.42,1732.12,,,,,,
12.44,1718.426667,,,,,,
12.46,1728.106667,,,,,,
12.48,1813.386667,,,,,,
12.5,1766.8,,,,,,
12.52,1753.8,,,,,,
12.54,1806.666667,,,,,,
12.56,1776.933333,,,,,,
12.58,1780.08,,,,,,
12.6,1731.813333,,,,,,
12.62,1827.08,,,,,,
12.64,1822.466667,,,,,,
12.66,1777.72,,,,,,
12.68,1843.226667,,,,,,
12.7,1796.64,,,,,,
12.72,1806.973333,,,,,,
12.74,1787.613333,,,,,,
12.76,1777.133333,,,,,,
12.78,1752.32,,,,,,
12.8,1807.2,,,,,,
12.82,1728.12,,,,,,
12.84,1712.773333,,,,,,
12.86,1785.96,,,,,,
12.88,1793.546667,,,,,,
12.9,1836.36,,,,,,
12.92,1746.613333,,,,,,
12.94,1800.093333,,,,,,
12.96,1796.493333,,,,,,
12.98,1727.44,,,,,,
13,1752.266667,,,,,,
13.02,1834.986667,,,,,,
13.04,1844.226667,,,,,,
13.06,1699.573333,,,,,,
13.08,1744.64,,,,,,
13.1,1753.146667,,,,,,
13.12,1772.546667,,,,,,
13.14,1758.026667,,,,,,
13.16,1733.986667,,,,,,
13.18,1837.693333,,,,,,
13.2,1798.253333,,,,,,
13.22,1764.493333,,,,,,
13.24,1725.706667,,,,,,
13.26,1779.28,,,,,,
13.28,1781.253333,,,,,,
13.3,1718.933333,,,,,,
13.32,1748.293333,,,,,,
13.34,1807.44,,,,,,
13.36,1793.106667,,,,,,
13.38,1775.84,,,,,,
13.4,1808.853333,,,,,,
13.42,1771.613333,,,,,,
13.44,1783.6,,,,,,
13.46,1879.06,,,,,,
13.48,1826.62,,,,,,
13.5,1840.32,,,,,,
13.52,1926.18,,,,,,
13.54,1878.36,,,,,,
13.56,1821.84,,,,,,
13.58,1807.9,,,,,,
13.6,1921.56,,,,,,
13.62,1839.62,,,,,,
13.64,1824.44,,,,,,
13.66,1852,,,,,,
13.68,1910.14,,,,,,
13.7,1860.4,,,,,,
13.72,1896.48,,,,,,
13.74,1882.12,,,,,,
13.76,1864.22,,,,,,
13.78,1821.46,,,,,,
13.8,1827.08,,,,,,
13.82,1883.96,,,,,,
13.84,1848.18,,,,,,
13.86,1828.76,,,,,,
13.88,1813.7,,,,,,
13.9,1858.38,,,,,,
13.92,1902.5,,,,,,
13.94,1845.66,,,,,,
13.96,1856.9,,,,,,
13.98,1939.82,,,,,,
14,1905.36,,,,,,
14.02,1845.3,,,,,,
14.04,1810.34,,,,,,
14.06,1809.64,,,,,,
14.08,1889.66,,,,,,
14.1,1853.8,,,,,,
14.12,1779.76,,,,,,
14.14,1892.2,,,,,,
14.16,1886.64,,,,,,
14.18,1880.8,,,,,,
14.2,1795.02,,,,,,
14.22,1864.22,,,,,,
14.24,1889.42,,,,,,
14.26,1828.92,,,,,,
14.28,1794.26,,,,,,
14.3,1847.66,,,,,,
14.32,1885.32,,,,,,
14.34,1791.92,,,,,,
14.36,1736.48,,,,,,
14.38,1826.3,,,,,,
14.4,1815.8,,,,,,
14.42,1772.18,,,,,,
14.44,1812.9,,,,,,
14.46,1845.34,,,,,,
14.48,1808,,,,,,
14.5,1877.72,,,,,,
14.52,1844.72,,,,,,
14.54,1955.56,,,,,,
14.56,1934.26,,,,,,
14.58,1890.46,,,,,,
14.6,1868.68,,,,,,
14.62,1922.06,,,,,,
14.64,1903.08,,,,,,
14.66,1858.74,,,,,,
14.68,1819.58,,,,,,
14.7,1909.94,,,,,,
14.72,1937.36,,,,,,
14.74,1867.52,,,,,,
14.76,1808.58,,,,,,
14.78,1816.26,,,,,,
