  -4.0000000e+00   1.5300831e+03   8.5475937e+00
  -3.9800000e+00   1.5358754e+03   8.8152072e+00
  -3.9600000e+00   1.5503000e+03   8.2871578e+00
  -3.9400000e+00   1.5398643e+03   8.0715511e+00
  -3.9200000e+00   1.5465255e+03   7.7231531e+00
  -3.9000000e+00   1.5562552e+03   7.6250934e+00
  -3.8800000e+00   1.5503653e+03   7.6004799e+00
  -3.8600000e+00   1.5455947e+03   7.3635719e+00
  -3.8400000e+00   1.5480053e+03   6.8563649e+00
  -3.8200000e+00   1.5489213e+03   7.1868902e+00
  -3.8000000e+00   1.5347262e+03   7.1116458e+00
  -3.7800000e+00   1.5322487e+03   6.6908897e+00
  -3.7600000e+00   1.5339913e+03   6.4294981e+00
  -3.7400000e+00   1.5271636e+03   6.4033503e+00
  -3.7200000e+00   1.5396485e+03   6.5911694e+00
  -3.7000000e+00   1.5378400e+03   6.5832020e+00
  -3.6800000e+00   1.5461915e+03   6.7135497e+00
  -3.6600000e+00   1.5404145e+03   6.8484161e+00
  -3.6400000e+00   1.5405388e+03   6.7257471e+00
  -3.6200000e+00   1.5329749e+03   6.8662487e+00
  -3.6000000e+00   1.5229956e+03   7.0446752e+00
  -3.5800000e+00   1.5319333e+03   7.0639851e+00
  -3.5600000e+00   1.5234578e+03   6.8789946e+00
  -3.5400000e+00   1.5167489e+03   6.4310772e+00
  -3.5200000e+00   1.5304911e+03   6.6176310e+00
  -3.5000000e+00   1.5305070e+03   6.4655777e+00
  -3.4800000e+00   1.5314151e+03   6.6002910e+00
  -3.4600000e+00   1.5217135e+03   6.5013821e+00
  -3.4400000e+00   1.5294042e+03   6.5343372e+00
  -3.4200000e+00   1.5228421e+03   6.3612349e+00
  -3.4000000e+00   1.5240605e+03   5.7500328e+00
  -3.3800000e+00   1.5511712e+03   6.8070012e+00
  -3.3600000e+00   1.5470062e+03   6.2142690e+00
  -3.3400000e+00   1.5532000e+03   6.4732719e+00
  -3.3200000e+00   1.5367887e+03   5.9888234e+00
  -3.3000000e+00   1.5377913e+03   6.1725169e+00
  -3.2800000e+00   1.5347081e+03   6.0205119e+00
  -3.2600000e+00   1.5442217e+03   5.8623345e+00
  -3.2400000e+00   1.5369371e+03   5.7700605e+00
  -3.2200000e+00   1.5384800e+03   5.9464189e+00
  -3.2000000e+00   1.5408776e+03   5.5322659e+00
  -3.1800000e+00   1.5322923e+03   5.5959949e+00
  -3.1600000e+00   1.5315645e+03   5.3580762e+00
  -3.1400000e+00   1.5352644e+03   5.4140814e+00
  -3.1200000e+00   1.5478133e+03   5.5452015e+00
  -3.1000000e+00   1.5421356e+03   5.4310055e+00
  -3.0800000e+00   1.5385689e+03   5.3042813e+00
  -3.0600000e+00   1.5404727e+03   5.3717607e+00
  -3.0400000e+00   1.5459093e+03   5.0581517e+00
  -3.0200000e+00   1.5450271e+03   5.2621383e+00
  -3.0000000e+00   1.5544007e+03   4.7560317e+00
  -2.9800000e+00   1.5512517e+03   4.7123313e+00
  -2.9600000e+00   1.5527393e+03   4.5782393e+00
  -2.9400000e+00   1.5414710e+03   4.7748038e+00
  -2.9200000e+00   1.5495841e+03   4.5198103e+00
  -2.9000000e+00   1.5586883e+03   4.5348846e+00
  -2.8800000e+00   1.5644193e+03   4.6923071e+00
  -2.8600000e+00   1.5504717e+03   4.7648459e+00
  -2.8400000e+00   1.5623710e+03   4.8657482e+00
  -2.8200000e+00   1.5562876e+03   4.5526193e+00
  -2.8000000e+00   1.5649834e+03   4.4652086e+00
  -2.7800000e+00   1.5637855e+03   4.6053358e+00
  -2.7600000e+00   1.5607228e+03   4.7340144e+00
  -2.7400000e+00   1.5452908e+03   4.5756414e+00
  -2.7200000e+00   1.5579333e+03   4.5324700e+00
  -2.7000000e+00   1.5614493e+03   4.4824557e+00
  -2.6800000e+00   1.5470138e+03   4.4718844e+00
  -2.6600000e+00   1.5398439e+03   4.3743515e+00
  -2.6400000e+00   1.5477023e+03   4.4276380e+00
  -2.6200000e+00   1.5431856e+03   4.3898677e+00
  -2.6000000e+00   1.5448866e+03   4.6468060e+00
  -2.5800000e+00   1.5521285e+03   4.4661727e+00
  -2.5600000e+00   1.5605980e+03   4.5137787e+00
  -2.5400000e+00   1.5597790e+03   4.6761171e+00
  -2.5200000e+00   1.5551036e+03   4.5991847e+00
  -2.5000000e+00   1.5485683e+03   4.4293491e+00
  -2.4800000e+00   1.5588056e+03   4.4626435e+00
  -2.4600000e+00   1.5453881e+03   4.3872970e+00
  -2.4400000e+00   1.5579838e+03   4.4189963e+00
  -2.4200000e+00   1.5481791e+03   4.3241925e+00
  -2.4000000e+00   1.5578154e+03   4.1886535e+00
  -2.3800000e+00   1.5487760e+03   4.3872892e+00
  -2.3600000e+00   1.5509508e+03   4.1367104e+00
  -2.3400000e+00   1.5413012e+03   4.0872259e+00
  -2.3200000e+00   1.5559391e+03   4.1430208e+00
  -2.3000000e+00   1.5516203e+03   4.0248122e+00
  -2.2800000e+00   1.5504687e+03   3.9531981e+00
  -2.2600000e+00   1.5493409e+03   3.9185870e+00
  -2.2400000e+00   1.5501324e+03   3.8303269e+00
  -2.2200000e+00   1.5479576e+03   3.9358135e+00
  -2.2000000e+00   1.5536853e+03   3.8915797e+00
  -2.1800000e+00   1.5394788e+03   3.7376780e+00
  -2.1600000e+00   1.5548165e+03   3.7628855e+00
  -2.1400000e+00   1.5454118e+03   3.8385193e+00
  -2.1200000e+00   1.5557829e+03   3.9755661e+00
  -2.1000000e+00   1.5468859e+03   3.7318368e+00
  -2.0800000e+00   1.5567659e+03   3.8458430e+00
  -2.0600000e+00   1.5551235e+03   3.8919095e+00
  -2.0400000e+00   1.5526771e+03   3.9452696e+00
  -2.0200000e+00   1.5497780e+03   3.6914277e+00
  -2.0000000e+00   1.5539768e+03   3.8202369e+00
  -1.9800000e+00   1.5541651e+03   3.7456958e+00
  -1.9600000e+00   1.5536118e+03   3.6753438e+00
  -1.9400000e+00   1.5428687e+03   3.5840357e+00
  -1.9200000e+00   1.5579296e+03   3.7597327e+00
  -1.9000000e+00   1.5508885e+03   3.7719786e+00
  -1.8800000e+00   1.5653668e+03   3.6907442e+00
  -1.8600000e+00   1.5641093e+03   3.4729774e+00
  -1.8400000e+00   1.5747487e+03   3.8155776e+00
  -1.8200000e+00   1.5811728e+03   4.0865336e+00
  -1.8000000e+00   1.5823067e+03   4.2317773e+00
  -1.7800000e+00   1.5796233e+03   4.1134996e+00
  -1.7600000e+00   1.5854652e+03   4.0747419e+00
  -1.7400000e+00   1.5779299e+03   4.0576225e+00
  -1.7200000e+00   1.5820153e+03   4.1400565e+00
  -1.7000000e+00   1.5794444e+03   4.0077999e+00
  -1.6800000e+00   1.5842515e+03   4.1177959e+00
  -1.6600000e+00   1.5866126e+03   4.2948857e+00
  -1.6400000e+00   1.5825918e+03   4.1545174e+00
  -1.6200000e+00   1.5930838e+03   4.0055845e+00
  -1.6000000e+00   1.6063030e+03   4.3071066e+00
  -1.5800000e+00   1.5911830e+03   4.2399775e+00
  -1.5600000e+00   1.5985605e+03   4.2110518e+00
  -1.5400000e+00   1.6037118e+03   4.1235642e+00
  -1.5200000e+00   1.6031052e+03   4.3287595e+00
  -1.5000000e+00   1.6007901e+03   4.1510481e+00
  -1.4800000e+00   1.6010170e+03   4.1848554e+00
  -1.4600000e+00   1.5951792e+03   4.0329957e+00
  -1.4400000e+00   1.6022214e+03   4.1744591e+00
  -1.4200000e+00   1.6030055e+03   4.1639794e+00
  -1.4000000e+00   1.6118718e+03   4.2703089e+00
  -1.3800000e+00   1.6115519e+03   3.9257579e+00
  -1.3600000e+00   1.6175465e+03   4.1980307e+00
  -1.3400000e+00   1.6145751e+03   4.1247031e+00
  -1.3200000e+00   1.6113741e+03   4.1581587e+00
  -1.3000000e+00   1.6113854e+03   3.9584359e+00
  -1.2800000e+00   1.6092584e+03   3.9766372e+00
  -1.2600000e+00   1.6179119e+03   3.9349468e+00
  -1.2400000e+00   1.6130659e+03   3.9441981e+00
  -1.2200000e+00   1.6121611e+03   3.7450183e+00
  -1.2000000e+00   1.6163427e+03   4.0148528e+00
  -1.1800000e+00   1.6191092e+03   3.8469346e+00
  -1.1600000e+00   1.6210270e+03   3.7783869e+00
  -1.1400000e+00   1.6234762e+03   3.7825351e+00
  -1.1200000e+00   1.6261184e+03   3.8743097e+00
  -1.1000000e+00   1.6219773e+03   3.6931179e+00
  -1.0800000e+00   1.6270411e+03   3.8429118e+00
  -1.0600000e+00   1.6278222e+03   3.7695875e+00
  -1.0400000e+00   1.6324173e+03   3.9820252e+00
  -1.0200000e+00   1.6335211e+03   3.8856822e+00
  -1.0000000e+00   1.6261281e+03   3.9337335e+00
  -9.8000000e-01   1.6352211e+03   3.9381168e+00
  -9.6000000e-01   1.6376481e+03   4.0675238e+00
  -9.4000000e-01   1.6516454e+03   4.0635981e+00
  -9.2000000e-01   1.6427751e+03   3.9727825e+00
  -9.0000000e-01   1.6593065e+03   4.0554175e+00
  -8.8000000e-01   1.6489259e+03   4.0839124e+00
  -8.6000000e-01   1.6483038e+03   3.9481870e+00
  -8.4000000e-01   1.6514551e+03   4.1737793e+00
  -8.2000000e-01   1.6516600e+03   4.1445348e+00
  -8.0000000e-01   1.6546697e+03   4.1790196e+00
  -7.8000000e-01   1.6587492e+03   4.1338144e+00
  -7.6000000e-01   1.6570178e+03   4.1752098e+00
  -7.4000000e-01   1.6662978e+03   4.2882497e+00
  -7.2000000e-01   1.6596719e+03   4.3886068e+00
  -7.0000000e-01   1.6580508e+03   4.3397243e+00
  -6.8000000e-01   1.6641768e+03   4.4600173e+00
  -6.6000000e-01   1.6735303e+03   4.3938694e+00
  -6.4000000e-01   1.6762459e+03   4.3243269e+00
  -6.2000000e-01   1.6679741e+03   4.2377662e+00
  -6.0000000e-01   1.6672827e+03   4.2786387e+00
  -5.8000000e-01   1.6790027e+03   4.3495957e+00
  -5.6000000e-01   1.6773870e+03   4.3403863e+00
  -5.4000000e-01   1.6760768e+03   4.4957012e+00
  -5.2000000e-01   1.6762957e+03   4.4128538e+00
  -5.0000000e-01   1.6870643e+03   4.3273119e+00
  -4.8000000e-01   1.6869719e+03   4.4241902e+00
  -4.6000000e-01   1.6900800e+03   4.4027334e+00
  -4.4000000e-01   1.6873924e+03   4.4406379e+00
  -4.2000000e-01   1.7000892e+03   4.4657081e+00
  -4.0000000e-01   1.6981416e+03   4.5069043e+00
  -3.8000000e-01   1.6983086e+03   4.4971282e+00
  -3.6000000e-01   1.6986378e+03   4.4391029e+00
  -3.4000000e-01   1.7015470e+03   4.4205582e+00
  -3.2000000e-01   1.6978443e+03   4.3741916e+00
  -3.0000000e-01   1.7068189e+03   4.4378663e+00
  -2.8000000e-01   1.7086065e+03   4.4507648e+00
  -2.6000000e-01   1.7076503e+03   4.4517302e+00
  -2.4000000e-01   1.7168232e+03   4.4526388e+00
  -2.2000000e-01   1.7204049e+03   4.5660969e+00
  -2.0000000e-01   1.7156784e+03   4.2891363e+00
  -1.8000000e-01   1.7262092e+03   4.4856802e+00
  -1.6000000e-01   1.7206730e+03   4.5324655e+00
  -1.4000000e-01   1.7267086e+03   4.4660831e+00
  -1.2000000e-01   1.7329622e+03   4.4443136e+00
  -1.0000000e-01   1.7475422e+03   4.5055931e+00
  -8.0000000e-02   1.7497681e+03   4.5011514e+00
  -6.0000000e-02   1.7567735e+03   4.6149179e+00
  -4.0000000e-02   1.7728514e+03   4.4339001e+00
   0.0000000e+00   1.8562373e+03   4.6415584e+00
